station_id,hour,forecast_entrances,method
611,2026-09-20T10:00:00,5001,four_week_mean
611,2026-09-20T11:00:00,5330,four_week_mean
611,2026-09-20T12:00:00,5272,four_week_mean
611,2026-09-20T13:00:00,5075,four_week_mean
611,2026-09-20T14:00:00,5308,four_week_mean
611,2026-09-20T15:00:00,6068,four_week_mean
611,2026-09-20T16:00:00,6813,four_week_mean
611,2026-09-20T17:00:00,6728,four_week_mean
611,2026-09-20T18:00:00,6334,four_week_mean
611,2026-09-20T19:00:00,5339,four_week_mean
611,2026-09-20T20:00:00,5506,four_week_mean
611,2026-09-20T21:00:00,5397,four_week_mean
611,2026-09-20T22:00:00,4807,four_week_mean
611,2026-09-20T23:00:00,2913,four_week_mean
611,2026-09-21T00:00:00,1812,four_week_mean
611,2026-09-21T01:00:00,857,four_week_mean
611,2026-09-21T02:00:00,445,four_week_mean
611,2026-09-21T03:00:00,260,four_week_mean
611,2026-09-21T04:00:00,355,four_week_mean
611,2026-09-21T05:00:00,2121,four_week_mean
611,2026-09-21T06:00:00,4953,four_week_mean
611,2026-09-21T07:00:00,7480,four_week_mean
611,2026-09-21T08:00:00,9202,four_week_mean
611,2026-09-21T09:00:00,8568,four_week_mean
611,2026-09-21T10:00:00,5773,four_week_mean
611,2026-09-21T11:00:00,4975,four_week_mean
611,2026-09-21T12:00:00,5001,four_week_mean
611,2026-09-21T13:00:00,5029,four_week_mean
611,2026-09-21T14:00:00,5494,four_week_mean
611,2026-09-21T15:00:00,6828,four_week_mean
611,2026-09-21T16:00:00,8486,four_week_mean
611,2026-09-21T17:00:00,12312,four_week_mean
611,2026-09-21T18:00:00,9654,four_week_mean
611,2026-09-21T19:00:00,5997,four_week_mean
611,2026-09-21T20:00:00,5239,four_week_mean
611,2026-09-21T21:00:00,5259,four_week_mean
611,2026-09-21T22:00:00,4389,four_week_mean
611,2026-09-21T23:00:00,2592,four_week_mean
611,2026-09-22T00:00:00,1728,four_week_mean
611,2026-09-22T01:00:00,621,four_week_mean
611,2026-09-22T02:00:00,309,four_week_mean
611,2026-09-22T03:00:00,220,four_week_mean
611,2026-09-22T04:00:00,310,four_week_mean
611,2026-09-22T05:00:00,2740,four_week_mean
611,2026-09-22T06:00:00,6414,four_week_mean
611,2026-09-22T07:00:00,10099,four_week_mean
611,2026-09-22T08:00:00,13423,four_week_mean
611,2026-09-22T09:00:00,11089,four_week_mean
611,2026-09-22T10:00:00,6344,four_week_mean
611,2026-09-22T11:00:00,5320,four_week_mean
611,2026-09-22T12:00:00,5046,four_week_mean
611,2026-09-22T13:00:00,5186,four_week_mean
611,2026-09-22T14:00:00,6114,four_week_mean
611,2026-09-22T15:00:00,7518,four_week_mean
611,2026-09-22T16:00:00,10225,four_week_mean
611,2026-09-22T17:00:00,16649,four_week_mean
611,2026-09-22T18:00:00,12629,four_week_mean
611,2026-09-22T19:00:00,7228,four_week_mean
611,2026-09-22T20:00:00,5667,four_week_mean
611,2026-09-22T21:00:00,7626,four_week_mean
611,2026-09-22T22:00:00,5952,four_week_mean
611,2026-09-22T23:00:00,3187,four_week_mean
611,2026-09-23T00:00:00,2081,four_week_mean
611,2026-09-23T01:00:00,738,four_week_mean
611,2026-09-23T02:00:00,351,four_week_mean
611,2026-09-23T03:00:00,227,four_week_mean
611,2026-09-23T04:00:00,320,four_week_mean
611,2026-09-23T05:00:00,2731,four_week_mean
611,2026-09-23T06:00:00,6534,four_week_mean
611,2026-09-23T07:00:00,9886,four_week_mean
611,2026-09-23T08:00:00,13542,four_week_mean
611,2026-09-23T09:00:00,10871,four_week_mean
611,2026-09-23T10:00:00,6944,four_week_mean
611,2026-09-23T11:00:00,5390,four_week_mean
611,2026-09-23T12:00:00,5344,four_week_mean
611,2026-09-23T13:00:00,5409,four_week_mean
611,2026-09-23T14:00:00,6373,four_week_mean
611,2026-09-23T15:00:00,7706,four_week_mean
611,2026-09-23T16:00:00,11174,four_week_mean
611,2026-09-23T17:00:00,16920,four_week_mean
611,2026-09-23T18:00:00,12822,four_week_mean
611,2026-09-23T19:00:00,7752,four_week_mean
611,2026-09-23T20:00:00,6128,four_week_mean
611,2026-09-23T21:00:00,7087,four_week_mean
611,2026-09-23T22:00:00,6498,four_week_mean
611,2026-09-23T23:00:00,3544,four_week_mean
610,2026-09-17T00:00:00,1124,four_week_mean
610,2026-09-17T01:00:00,308,four_week_mean
610,2026-09-17T02:00:00,132,four_week_mean
610,2026-09-17T03:00:00,68,four_week_mean
610,2026-09-17T04:00:00,72,four_week_mean
610,2026-09-17T05:00:00,932,four_week_mean
610,2026-09-17T06:00:00,2679,four_week_mean
610,2026-09-17T07:00:00,6460,four_week_mean
610,2026-09-17T08:00:00,10772,four_week_mean
610,2026-09-17T09:00:00,7988,four_week_mean
610,2026-09-17T10:00:00,4976,four_week_mean
610,2026-09-17T11:00:00,4240,four_week_mean
610,2026-09-17T12:00:00,4297,four_week_mean
610,2026-09-17T13:00:00,4948,four_week_mean
610,2026-09-17T14:00:00,6011,four_week_mean
610,2026-09-17T15:00:00,7638,four_week_mean
610,2026-09-17T16:00:00,11465,four_week_mean
610,2026-09-17T17:00:00,19222,four_week_mean
610,2026-09-17T18:00:00,13321,four_week_mean
610,2026-09-17T19:00:00,7111,four_week_mean
610,2026-09-17T20:00:00,4188,four_week_mean
610,2026-09-17T21:00:00,3070,four_week_mean
610,2026-09-17T22:00:00,2470,four_week_mean
610,2026-09-17T23:00:00,1622,four_week_mean
610,2026-09-18T00:00:00,1176,four_week_mean
610,2026-09-18T01:00:00,355,four_week_mean
610,2026-09-18T02:00:00,150,four_week_mean
610,2026-09-18T03:00:00,70,four_week_mean
610,2026-09-18T04:00:00,80,four_week_mean
610,2026-09-18T05:00:00,816,four_week_mean
610,2026-09-18T06:00:00,2229,four_week_mean
610,2026-09-18T07:00:00,4315,four_week_mean
610,2026-09-18T08:00:00,6016,four_week_mean
610,2026-09-18T09:00:00,4876,four_week_mean
610,2026-09-18T10:00:00,4345,four_week_mean
610,2026-09-18T11:00:00,4076,four_week_mean
610,2026-09-18T12:00:00,4401,four_week_mean
610,2026-09-18T13:00:00,5163,four_week_mean
610,2026-09-18T14:00:00,6217,four_week_mean
610,2026-09-18T15:00:00,7649,four_week_mean
610,2026-09-18T16:00:00,9481,four_week_mean
610,2026-09-18T17:00:00,11600,four_week_mean
610,2026-09-18T18:00:00,8854,four_week_mean
610,2026-09-18T19:00:00,5498,four_week_mean
610,2026-09-18T20:00:00,3576,four_week_mean
610,2026-09-18T21:00:00,2918,four_week_mean
610,2026-09-18T22:00:00,2750,four_week_mean
610,2026-09-18T23:00:00,1947,four_week_mean
610,2026-09-19T00:00:00,1300,four_week_mean
610,2026-09-19T01:00:00,486,four_week_mean
610,2026-09-19T02:00:00,190,four_week_mean
610,2026-09-19T03:00:00,101,four_week_mean
610,2026-09-19T04:00:00,100,four_week_mean
610,2026-09-19T05:00:00,163,four_week_mean
610,2026-09-19T06:00:00,658,four_week_mean
610,2026-09-19T07:00:00,1060,four_week_mean
610,2026-09-19T08:00:00,1668,four_week_mean
610,2026-09-19T09:00:00,2774,four_week_mean
610,2026-09-19T10:00:00,4038,four_week_mean
610,2026-09-19T11:00:00,4619,four_week_mean
610,2026-09-19T12:00:00,5036,four_week_mean
610,2026-09-19T13:00:00,4463,four_week_mean
610,2026-09-19T14:00:00,4605,four_week_mean
610,2026-09-19T15:00:00,4758,four_week_mean
610,2026-09-19T16:00:00,4885,four_week_mean
610,2026-09-19T17:00:00,5320,four_week_mean
610,2026-09-19T18:00:00,4611,four_week_mean
610,2026-09-19T19:00:00,4190,four_week_mean
610,2026-09-19T20:00:00,3266,four_week_mean
610,2026-09-19T21:00:00,2726,four_week_mean
610,2026-09-19T22:00:00,2468,four_week_mean
610,2026-09-19T23:00:00,1862,four_week_mean
610,2026-09-20T00:00:00,930,four_week_mean
610,2026-09-20T01:00:00,423,four_week_mean
610,2026-09-20T02:00:00,180,four_week_mean
610,2026-09-20T03:00:00,89,four_week_mean
610,2026-09-20T04:00:00,73,four_week_mean
610,2026-09-20T05:00:00,114,four_week_mean
610,2026-09-20T06:00:00,371,four_week_mean
610,2026-09-20T07:00:00,727,four_week_mean
610,2026-09-20T08:00:00,1207,four_week_mean
610,2026-09-20T09:00:00,2153,four_week_mean
610,2026-09-20T10:00:00,3246,four_week_mean
610,2026-09-20T11:00:00,3868,four_week_mean
610,2026-09-20T12:00:00,4331,four_week_mean
610,2026-09-20T13:00:00,3706,four_week_mean
610,2026-09-20T14:00:00,3780,four_week_mean
610,2026-09-20T15:00:00,3633,four_week_mean
610,2026-09-20T16:00:00,3913,four_week_mean
610,2026-09-20T17:00:00,4461,four_week_mean
610,2026-09-20T18:00:00,3792,four_week_mean
610,2026-09-20T19:00:00,3382,four_week_mean
610,2026-09-20T20:00:00,2822,four_week_mean
610,2026-09-20T21:00:00,2184,four_week_mean
610,2026-09-20T22:00:00,1589,four_week_mean
610,2026-09-20T23:00:00,1086,four_week_mean
610,2026-09-21T00:00:00,458,four_week_mean
610,2026-09-21T01:00:00,215,four_week_mean
610,2026-09-21T02:00:00,100,four_week_mean
610,2026-09-21T03:00:00,44,four_week_mean
610,2026-09-21T04:00:00,56,four_week_mean
610,2026-09-21T05:00:00,662,four_week_mean
610,2026-09-21T06:00:00,2203,four_week_mean
610,2026-09-21T07:00:00,5075,four_week_mean
610,2026-09-21T08:00:00,7816,four_week_mean
610,2026-09-21T09:00:00,5910,four_week_mean
610,2026-09-21T10:00:00,4310,four_week_mean
610,2026-09-21T11:00:00,3682,four_week_mean
610,2026-09-21T12:00:00,4024,four_week_mean
610,2026-09-21T13:00:00,4162,four_week_mean
610,2026-09-21T14:00:00,4974,four_week_mean
610,2026-09-21T15:00:00,6033,four_week_mean
610,2026-09-21T16:00:00,8376,four_week_mean
610,2026-09-21T17:00:00,13710,four_week_mean
610,2026-09-21T18:00:00,9966,four_week_mean
610,2026-09-21T19:00:00,5558,four_week_mean
610,2026-09-21T20:00:00,3500,four_week_mean
610,2026-09-21T21:00:00,2558,four_week_mean
610,2026-09-21T22:00:00,1968,four_week_mean
610,2026-09-21T23:00:00,1205,four_week_mean
610,2026-09-22T00:00:00,844,four_week_mean
610,2026-09-22T01:00:00,225,four_week_mean
610,2026-09-22T02:00:00,111,four_week_mean
610,2026-09-22T03:00:00,46,four_week_mean
610,2026-09-22T04:00:00,64,four_week_mean
610,2026-09-22T05:00:00,978,four_week_mean
610,2026-09-22T06:00:00,3026,four_week_mean
610,2026-09-22T07:00:00,7576,four_week_mean
610,2026-09-22T08:00:00,12671,four_week_mean
610,2026-09-22T09:00:00,8844,four_week_mean
610,2026-09-22T10:00:00,5025,four_week_mean
610,2026-09-22T11:00:00,4024,four_week_mean
610,2026-09-22T12:00:00,4126,four_week_mean
610,2026-09-22T13:00:00,4534,four_week_mean
610,2026-09-22T14:00:00,5541,four_week_mean
610,2026-09-22T15:00:00,7460,four_week_mean
610,2026-09-22T16:00:00,11324,four_week_mean
610,2026-09-22T17:00:00,20630,four_week_mean
610,2026-09-22T18:00:00,14360,four_week_mean
610,2026-09-22T19:00:00,7169,four_week_mean
610,2026-09-22T20:00:00,4151,four_week_mean
610,2026-09-22T21:00:00,2902,four_week_mean
610,2026-09-22T22:00:00,2293,four_week_mean
610,2026-09-22T23:00:00,1393,four_week_mean
610,2026-09-23T00:00:00,1083,four_week_mean
610,2026-09-23T01:00:00,318,four_week_mean
610,2026-09-23T02:00:00,131,four_week_mean
610,2026-09-23T03:00:00,70,four_week_mean
610,2026-09-23T04:00:00,76,four_week_mean
610,2026-09-23T05:00:00,960,four_week_mean
610,2026-09-23T06:00:00,2956,four_week_mean
610,2026-09-23T07:00:00,7413,four_week_mean
610,2026-09-23T08:00:00,12175,four_week_mean
610,2026-09-23T09:00:00,9287,four_week_mean
610,2026-09-23T10:00:00,5126,four_week_mean
610,2026-09-23T11:00:00,4148,four_week_mean
610,2026-09-23T12:00:00,4472,four_week_mean
610,2026-09-23T13:00:00,4633,four_week_mean
610,2026-09-23T14:00:00,5774,four_week_mean
610,2026-09-23T15:00:00,7669,four_week_mean
610,2026-09-23T16:00:00,11537,four_week_mean
610,2026-09-23T17:00:00,20307,four_week_mean
610,2026-09-23T18:00:00,14072,four_week_mean
610,2026-09-23T19:00:00,7347,four_week_mean
610,2026-09-23T20:00:00,4419,four_week_mean
610,2026-09-23T21:00:00,3037,four_week_mean
610,2026-09-23T22:00:00,2404,four_week_mean
610,2026-09-23T23:00:00,1539,four_week_mean
607,2026-09-17T00:00:00,1030,four_week_mean
607,2026-09-17T01:00:00,378,four_week_mean
607,2026-09-17T02:00:00,204,four_week_mean
607,2026-09-17T03:00:00,98,four_week_mean
607,2026-09-17T04:00:00,98,four_week_mean
607,2026-09-17T05:00:00,389,four_week_mean
607,2026-09-17T06:00:00,1262,four_week_mean
607,2026-09-17T07:00:00,2547,four_week_mean
607,2026-09-17T08:00:00,4383,four_week_mean
607,2026-09-17T09:00:00,3957,four_week_mean
607,2026-09-17T10:00:00,2685,four_week_mean
607,2026-09-17T11:00:00,2794,four_week_mean
607,2026-09-17T12:00:00,3172,four_week_mean
607,2026-09-17T13:00:00,3499,four_week_mean
607,2026-09-17T14:00:00,4023,four_week_mean
607,2026-09-17T15:00:00,5298,four_week_mean
607,2026-09-17T16:00:00,7216,four_week_mean
607,2026-09-17T17:00:00,11518,four_week_mean
607,2026-09-17T18:00:00,8677,four_week_mean
607,2026-09-17T19:00:00,5790,four_week_mean
607,2026-09-17T20:00:00,4484,four_week_mean
607,2026-09-17T21:00:00,3536,four_week_mean
607,2026-09-17T22:00:00,3205,four_week_mean
607,2026-09-17T23:00:00,2030,four_week_mean
607,2026-09-18T00:00:00,1026,four_week_mean
607,2026-09-18T01:00:00,414,four_week_mean
607,2026-09-18T02:00:00,231,four_week_mean
607,2026-09-18T03:00:00,120,four_week_mean
607,2026-09-18T04:00:00,109,four_week_mean
607,2026-09-18T05:00:00,372,four_week_mean
607,2026-09-18T06:00:00,1138,four_week_mean
607,2026-09-18T07:00:00,2025,four_week_mean
607,2026-09-18T08:00:00,2957,four_week_mean
607,2026-09-18T09:00:00,2990,four_week_mean
607,2026-09-18T10:00:00,2690,four_week_mean
607,2026-09-18T11:00:00,2930,four_week_mean
607,2026-09-18T12:00:00,3384,four_week_mean
607,2026-09-18T13:00:00,4024,four_week_mean
607,2026-09-18T14:00:00,4828,four_week_mean
607,2026-09-18T15:00:00,5852,four_week_mean
607,2026-09-18T16:00:00,6911,four_week_mean
607,2026-09-18T17:00:00,8052,four_week_mean
607,2026-09-18T18:00:00,6758,four_week_mean
607,2026-09-18T19:00:00,5231,four_week_mean
607,2026-09-18T20:00:00,4266,four_week_mean
607,2026-09-18T21:00:00,3821,four_week_mean
607,2026-09-18T22:00:00,3563,four_week_mean
607,2026-09-18T23:00:00,3706,four_week_mean
607,2026-09-19T00:00:00,2140,four_week_mean
607,2026-09-19T01:00:00,949,four_week_mean
607,2026-09-19T02:00:00,499,four_week_mean
607,2026-09-19T03:00:00,282,four_week_mean
607,2026-09-19T04:00:00,210,four_week_mean
607,2026-09-19T05:00:00,218,four_week_mean
607,2026-09-19T06:00:00,403,four_week_mean
607,2026-09-19T07:00:00,639,four_week_mean
607,2026-09-19T08:00:00,871,four_week_mean
607,2026-09-19T09:00:00,1474,four_week_mean
607,2026-09-19T10:00:00,2286,four_week_mean
607,2026-09-19T11:00:00,3168,four_week_mean
607,2026-09-19T12:00:00,3442,four_week_mean
607,2026-09-19T13:00:00,3500,four_week_mean
607,2026-09-19T14:00:00,3882,four_week_mean
607,2026-09-19T15:00:00,4180,four_week_mean
607,2026-09-19T16:00:00,4352,four_week_mean
607,2026-09-19T17:00:00,4695,four_week_mean
607,2026-09-19T18:00:00,4741,four_week_mean
607,2026-09-19T19:00:00,4040,four_week_mean
607,2026-09-19T20:00:00,3705,four_week_mean
607,2026-09-19T21:00:00,3196,four_week_mean
607,2026-09-19T22:00:00,3182,four_week_mean
607,2026-09-19T23:00:00,3212,four_week_mean
607,2026-09-20T00:00:00,1728,four_week_mean
607,2026-09-20T01:00:00,852,four_week_mean
607,2026-09-20T02:00:00,471,four_week_mean
607,2026-09-20T03:00:00,292,four_week_mean
607,2026-09-20T04:00:00,221,four_week_mean
607,2026-09-20T05:00:00,178,four_week_mean
607,2026-09-20T06:00:00,276,four_week_mean
607,2026-09-20T07:00:00,472,four_week_mean
607,2026-09-20T08:00:00,640,four_week_mean
607,2026-09-20T09:00:00,1136,four_week_mean
607,2026-09-20T10:00:00,1730,four_week_mean
607,2026-09-20T11:00:00,2402,four_week_mean
607,2026-09-20T12:00:00,2844,four_week_mean
607,2026-09-20T13:00:00,3120,four_week_mean
607,2026-09-20T14:00:00,3173,four_week_mean
607,2026-09-20T15:00:00,3412,four_week_mean
607,2026-09-20T16:00:00,3629,four_week_mean
607,2026-09-20T17:00:00,3727,four_week_mean
607,2026-09-20T18:00:00,3693,four_week_mean
607,2026-09-20T19:00:00,3439,four_week_mean
607,2026-09-20T20:00:00,2930,four_week_mean
607,2026-09-20T21:00:00,2536,four_week_mean
607,2026-09-20T22:00:00,1964,four_week_mean
607,2026-09-20T23:00:00,1459,four_week_mean
607,2026-09-21T00:00:00,799,four_week_mean
607,2026-09-21T01:00:00,354,four_week_mean
607,2026-09-21T02:00:00,176,four_week_mean
607,2026-09-21T03:00:00,109,four_week_mean
607,2026-09-21T04:00:00,110,four_week_mean
607,2026-09-21T05:00:00,330,four_week_mean
607,2026-09-21T06:00:00,991,four_week_mean
607,2026-09-21T07:00:00,2079,four_week_mean
607,2026-09-21T08:00:00,3239,four_week_mean
607,2026-09-21T09:00:00,2996,four_week_mean
607,2026-09-21T10:00:00,2313,four_week_mean
607,2026-09-21T11:00:00,2488,four_week_mean
607,2026-09-21T12:00:00,2714,four_week_mean
607,2026-09-21T13:00:00,3058,four_week_mean
607,2026-09-21T14:00:00,3586,four_week_mean
607,2026-09-21T15:00:00,4488,four_week_mean
607,2026-09-21T16:00:00,5948,four_week_mean
607,2026-09-21T17:00:00,9122,four_week_mean
607,2026-09-21T18:00:00,6744,four_week_mean
607,2026-09-21T19:00:00,4620,four_week_mean
607,2026-09-21T20:00:00,3658,four_week_mean
607,2026-09-21T21:00:00,2992,four_week_mean
607,2026-09-21T22:00:00,2362,four_week_mean
607,2026-09-21T23:00:00,1310,four_week_mean
607,2026-09-22T00:00:00,723,four_week_mean
607,2026-09-22T01:00:00,277,four_week_mean
607,2026-09-22T02:00:00,122,four_week_mean
607,2026-09-22T03:00:00,80,four_week_mean
607,2026-09-22T04:00:00,106,four_week_mean
607,2026-09-22T05:00:00,383,four_week_mean
607,2026-09-22T06:00:00,1368,four_week_mean
607,2026-09-22T07:00:00,2872,four_week_mean
607,2026-09-22T08:00:00,4873,four_week_mean
607,2026-09-22T09:00:00,3957,four_week_mean
607,2026-09-22T10:00:00,2670,four_week_mean
607,2026-09-22T11:00:00,2716,four_week_mean
607,2026-09-22T12:00:00,2940,four_week_mean
607,2026-09-22T13:00:00,3256,four_week_mean
607,2026-09-22T14:00:00,3801,four_week_mean
607,2026-09-22T15:00:00,5088,four_week_mean
607,2026-09-22T16:00:00,7307,four_week_mean
607,2026-09-22T17:00:00,12767,four_week_mean
607,2026-09-22T18:00:00,9434,four_week_mean
607,2026-09-22T19:00:00,5652,four_week_mean
607,2026-09-22T20:00:00,4238,four_week_mean
607,2026-09-22T21:00:00,3288,four_week_mean
607,2026-09-22T22:00:00,2675,four_week_mean
607,2026-09-22T23:00:00,1452,four_week_mean
607,2026-09-23T00:00:00,845,four_week_mean
607,2026-09-23T01:00:00,290,four_week_mean
607,2026-09-23T02:00:00,144,four_week_mean
607,2026-09-23T03:00:00,81,four_week_mean
607,2026-09-23T04:00:00,115,four_week_mean
607,2026-09-23T05:00:00,404,four_week_mean
607,2026-09-23T06:00:00,1330,four_week_mean
607,2026-09-23T07:00:00,2873,four_week_mean
607,2026-09-23T08:00:00,4790,four_week_mean
607,2026-09-23T09:00:00,4113,four_week_mean
607,2026-09-23T10:00:00,2811,four_week_mean
607,2026-09-23T11:00:00,2710,four_week_mean
607,2026-09-23T12:00:00,3012,four_week_mean
607,2026-09-23T13:00:00,3481,four_week_mean
607,2026-09-23T14:00:00,4016,four_week_mean
607,2026-09-23T15:00:00,5220,four_week_mean
607,2026-09-23T16:00:00,7500,four_week_mean
607,2026-09-23T17:00:00,12604,four_week_mean
607,2026-09-23T18:00:00,9354,four_week_mean
607,2026-09-23T19:00:00,5838,four_week_mean
607,2026-09-23T20:00:00,4571,four_week_mean
607,2026-09-23T21:00:00,3647,four_week_mean
607,2026-09-23T22:00:00,2700,four_week_mean
607,2026-09-23T23:00:00,2904,four_week_mean
616,2026-09-17T00:00:00,320,four_week_mean
616,2026-09-17T01:00:00,162,four_week_mean
616,2026-09-17T02:00:00,115,four_week_mean
616,2026-09-17T03:00:00,148,four_week_mean
616,2026-09-17T04:00:00,456,four_week_mean
616,2026-09-17T05:00:00,1504,four_week_mean
616,2026-09-17T06:00:00,2720,four_week_mean
616,2026-09-17T07:00:00,4365,four_week_mean
616,2026-09-17T08:00:00,5098,four_week_mean
616,2026-09-17T09:00:00,3555,four_week_mean
616,2026-09-17T10:00:00,2909,four_week_mean
616,2026-09-17T11:00:00,2078,four_week_mean
616,2026-09-17T12:00:00,2003,four_week_mean
616,2026-09-17T13:00:00,2226,four_week_mean
616,2026-09-17T14:00:00,2412,four_week_mean
616,2026-09-17T15:00:00,2615,four_week_mean
616,2026-09-17T16:00:00,2555,four_week_mean
616,2026-09-17T17:00:00,2361,four_week_mean
616,2026-09-17T18:00:00,1886,four_week_mean
616,2026-09-17T19:00:00,1469,four_week_mean
616,2026-09-17T20:00:00,1300,four_week_mean
616,2026-09-17T21:00:00,1041,four_week_mean
616,2026-09-17T22:00:00,835,four_week_mean
616,2026-09-17T23:00:00,516,four_week_mean
616,2026-09-18T00:00:00,370,four_week_mean
616,2026-09-18T01:00:00,190,four_week_mean
616,2026-09-18T02:00:00,117,four_week_mean
616,2026-09-18T03:00:00,162,four_week_mean
616,2026-09-18T04:00:00,442,four_week_mean
616,2026-09-18T05:00:00,1452,four_week_mean
616,2026-09-18T06:00:00,2656,four_week_mean
616,2026-09-18T07:00:00,4074,four_week_mean
616,2026-09-18T08:00:00,4487,four_week_mean
616,2026-09-18T09:00:00,3264,four_week_mean
616,2026-09-18T10:00:00,2865,four_week_mean
616,2026-09-18T11:00:00,2094,four_week_mean
616,2026-09-18T12:00:00,2111,four_week_mean
616,2026-09-18T13:00:00,2227,four_week_mean
616,2026-09-18T14:00:00,2569,four_week_mean
616,2026-09-18T15:00:00,2874,four_week_mean
616,2026-09-18T16:00:00,2808,four_week_mean
616,2026-09-18T17:00:00,2794,four_week_mean
616,2026-09-18T18:00:00,2296,four_week_mean
616,2026-09-18T19:00:00,1833,four_week_mean
616,2026-09-18T20:00:00,1609,four_week_mean
616,2026-09-18T21:00:00,1352,four_week_mean
616,2026-09-18T22:00:00,1138,four_week_mean
616,2026-09-18T23:00:00,756,four_week_mean
616,2026-09-19T00:00:00,484,four_week_mean
616,2026-09-19T01:00:00,276,four_week_mean
616,2026-09-19T02:00:00,189,four_week_mean
616,2026-09-19T03:00:00,167,four_week_mean
616,2026-09-19T04:00:00,336,four_week_mean
616,2026-09-19T05:00:00,675,four_week_mean
616,2026-09-19T06:00:00,1238,four_week_mean
616,2026-09-19T07:00:00,1692,four_week_mean
616,2026-09-19T08:00:00,1986,four_week_mean
616,2026-09-19T09:00:00,2240,four_week_mean
616,2026-09-19T10:00:00,2468,four_week_mean
616,2026-09-19T11:00:00,2074,four_week_mean
